,Spring,Spring,Spring,Spring,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,East Livingstone,East Livingstone,East Livingstone,East Livingstone,East Livingstone,Perry,Perry,Perry,Perry,Perry,Perry,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Little Piney,Little Piney,Little Piney,Little Piney,Cove,Cove,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Mulberry,Mulberry,Mulberry,Mulberry,Mulberry,Mulberry,Mulberry,Roasting Ear,Roasting Ear,Cap Fork,Cap Fork,North Sylamore,North Sylamore,East Livingstone,East Livingstone,Spring,Spring,Diles,Diles,Cap Fork,Mill,Mill,Mill,Mill,Mill,Mill,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Diles,Diles,Diles,Diles,Diles,Diles,Diles,Diles,Diles,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,Mulberry,Mulberry,Cove,Hurricane,Lewis Prong,Lick Branch
FA_id,Hydropsychid,Heptageniid,Psephenis,Limnephilid,Amphipod,Amphipod_2,Hydropsychid,Hydropsychid_2,Isopod,Isopod_2,Heptageniid,Hydropsychid,Hydropsychid_2,Tabanid,Heptageniid,Heptageniid_2,Snails,Snails_2,Hydropsychid,Heptageniid,Isonychia,Small Megalopte,Psephenis,Heptageniid,Heptageniid_2,Perlidae,Perlidae_2,Tipulid,Hydropsychid,Hydropsychid_2,Tipulid,Heptageniid,Heptageniid_2,Perlidae,Philopotamid,Philopotamid_2,Hydropsychid,Hydropsychid_2,Tipulid,Tipulid_2,Heptageniid,Hydropsychid,Heptageniid,Heptageniid_2,Psephenis,Psephenis_2,Aeshnid,Aeshnid_2,Small Megalopte,Tipulid,Perlidae,Perlidae_2,Hydropsychid,Hydropsychid_2,Psephenis,Perlidae,Perlidae_2,Tipulid,Tipulid_2,Hydropsychid,Hydropsychid_2,Snails,Snails_2,Snails,Snails_2,Snails,Snails_2,Snails,Snails_2,Snails,Snails_2,Snails,Snails_2,Small Megaloptera,Hydropsychid,Hydropsychid_2,Isonychia,Perlidae,Heptageniid,Heptageniid_2,Snails,Snails_2,Hydropsychid,Hydropsychid_2,Tipulid,Leptocerid,Leptocerid_2,Isonychia,Isonychia_2,Tabanid,Limnephilid,Heptageniid,Psephenis,Psephenis_2,Perlidae,Small Megaloptera,Small Megaloptera_2,Oligochaete,Amphipod,Amphipod_2,Hydropsychid,Hydropsychid_2,Heptageniid,Heptageniid_2,Chloroperlid,Small Megaloptera,Oligochaete,Isonychia,Isonychia_2,Large Megaloptera,Large Megaloptera_2,Hydropsychid,Large Megaloptera,Large Megaloptera,Large Megaloptera
16:1w8,0.015063222,0.034144991,0.01019457,0.003853,0.004492116,-4.18E-05,0.002002985,0.001973021,0.002352582,0.00155979,0.005918907,0.022106491,0.011679171,0.007600979,0.010539548,0.011305587,0.000899001,0.00135425,0.008926481,0.004930433,0.005671634,0.006597101,0.00380233,0.005161883,0.000930485,0.007141584,0.009897104,0.004464555,0.013108462,0.007987809,-0.000271532,0.005813577,0.000922142,0.00844905,0.002416592,0.005332812,0.003946669,0.015698714,0.001452172,0.002005272,0.012538184,0.002499906,0.005575236,0.000559398,0.014886862,0.073963649,0.002938125,0.001261222,0.002767751,0.005946744,0.008621104,0.007415964,0.015011911,0.017276879,0.006220465,0.014692834,0.011129843,0.00875111,0.002111051,0.028034701,0.008875499,0.000318732,0.000562684,0.001130974,0.00045402,0.000363004,0.000308007,0.001198122,0.000960436,0.000882469,0.000865174,0.001276762,0.001843537,0.002763711,0.00655753,0.007087228,0.008956915,0.014268145,0.0051973,0.008145839,0.001802966,0.003042999,0.024605524,0.020997583,0.013177969,0.043493297,0.084458385,0.013966952,0.013802456,0.014140617,0.002331887,0.019264634,0.012099545,0.013232981,0.015917268,0.004293627,0.007892006,0.003299158,0.004573533,0.007228112,0.00576388,0.004520102,0.010422936,0.00844277,0.030294683,0.003952177,0.002812118,0.001758515,0.003932133,0.003915087,0.005400806,0.001793134,0.00152397,0,0.001
16:1w7,1.311143415,1.831418213,7.976859179,4.940901562,3.362672083,2.786106936,3.571625634,4.094056638,1.99959718,4.794840332,4.327816714,1.461346901,0.798876752,1.175785802,1.745062565,1.50612721,0.261664255,0.13689845,1.385355357,2.202779207,1.11622256,0.157182546,6.340371449,3.546315554,3.337734495,0.57008406,0.988590631,0.460751575,3.001803316,2.570428734,1.251964423,4.179721129,3.207757381,1.820544304,1.411839344,1.81119002,2.222072046,4.509502065,0.057404826,2.248149885,5.467300416,1.782776803,4.372240614,4.513936943,10.42023579,15.3088963,1.511964143,1.731587286,0.08983061,0.990825737,0.420059194,2.110823089,1.9244466,2.240137804,2.068659725,0.873395415,1.250037619,0.094722931,0.073695528,2.582545776,2.399835378,0.471181825,0.150637203,0.914691338,1.243664054,0.160635725,0.186608328,0.109883101,0.03777759,0.128209308,0.213908317,0.044434451,0.068747595,0.975795201,2.565437658,2.314074414,0.868586297,4.615958145,3.477178522,3.696292778,0.477523633,0.717473236,1.266218514,1.406156314,0.709711999,2.307686849,2.758070361,0.720001474,0.876273122,0.717383573,1.435863219,1.691564273,4.274952586,5.571819543,1.161283253,0.101606333,0.297387985,0.030619248,0.261019877,0.212121581,1.68637319,1.665102509,3.385102941,4.302242066,3.996433945,1.660332487,0.044373784,0.92180155,1.472151048,0.482061966,0.225386567,0.290049708,0.065463759,0.2,0.446
16:1w6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
16:1w5,0.188630128,0.215729856,0.066082245,0.257570297,0.055359179,0.055701,0.148620165,0.125273026,0.057684767,0.130553036,0.192028616,0.707291461,0.333870691,0.124124827,0.402648854,0.359040676,0.031722103,0.016980887,0.260634717,0.258155758,0.235785685,0.009864116,0.367953946,0.358643593,0.398940573,0.120419432,0.080823608,0.051637139,0.627174259,0.545373918,0.06899924,0.449296629,0.322543676,0.086053761,0.175026399,0.224895665,0.184291248,0.393538211,0.005066175,0.104905031,0.291326773,0.089067443,0.20328899,0.248333241,0.438726529,0.342371359,0.11252455,0.11618847,0.009240539,0.060468336,0.048500525,0.131774496,0.268080883,0.344943363,0.061666913,0.140809527,0.055691452,0.014088718,0.007137879,0.326299624,0.205479668,0.021506122,0.008568186,0.112816693,0.130762281,0.028955801,0.026727143,0.067467595,0.021180011,0.009586032,0.014185083,0.013033532,0.02887119,0.034949347,0.110110745,0.091000666,0.013656554,0.204716863,0.142777914,0.175608413,0.075883248,0.126534393,0.238623122,0.260913147,0.080316109,0.399276774,0.492253212,0.175360814,0.209146842,0.058404463,0.048017416,0.441841754,0.262857166,0.618412314,0.202731897,0.015088587,0.102118669,0.016821738,0.194718952,0.086104842,0.232358925,0.249747632,0.366310415,0.403162967,1.748027862,0.156476902,0.009139384,0.118337501,0.213987299,0.024021858,0.014360406,0.011643075,0.005960946,0,0.016
i-17:0,0.060529652,0.065284115,0.015287973,0.023536695,0.02818726,0.028268496,0.041111666,0.038340592,0.128280377,0.068223761,0.031887834,0.099136923,0.054982662,0.035881469,0.124837938,0.120784016,0.052723062,0.040431103,0.069389493,0.094845967,0.043233126,0.037936482,0.022758985,0.051520943,0.05073124,0.029948348,0.042763395,0.012254684,0.071173731,0.055570394,0.036796669,0.07601338,0.067101883,0.065912161,0.039011663,0.042945352,0.044318062,0.133834637,0.001666384,0.018782785,0.037173649,0.013975741,0.048996695,0.053268481,0.020109151,0.025784781,0.021636387,0.016090891,0.008413522,0.021983153,0.037604492,0.031422354,0.075315754,0.076989133,0.010037719,0.051472283,0.031676229,0.013611255,0.007588958,0.071456537,0.050252897,0.034483805,0.019147153,0.121933583,0.115168132,0.036648506,0.041517376,0.055063731,0.026881874,0.033705931,0.037358253,0.022397106,0.032933972,0.013707256,0.082091908,0.077212188,0.027199681,0.102261501,0.041094862,0.068632934,0.045741727,0.087810583,0.048992857,0.055536789,0.066362172,0.064230828,0.064797493,0.036007121,0.032440428,0.052870483,0.01419488,0.102684392,0.029512164,0.045778901,0.089420495,0.045948544,0.05610094,0.049393838,0.051344385,0.041623372,0.04901817,0.047287629,0.065474,0.070027628,0.172042073,0.025908433,0.042736987,0.023905994,0.024181095,0.008869105,0.014821702,0.004796722,0.002602369,0,0.009
a-17:0,0.024204535,0.008015646,0.015893591,0.018180876,0.007715056,0.00737465,0.013823515,0.014009734,0.032979253,0.021593643,0.005256482,0.03757716,0.021048932,0.010896328,0.011377585,0.012004627,0.017464394,0.016614478,0.024795426,0.009125627,0.006803635,0.015824212,0.013949731,0.008042147,0.00778044,0.010014282,0.013039147,0.005100382,0.03469988,0.028896605,0.012578229,0.009635402,0.008809669,0.01283575,0.012693894,0.013873591,0.014845549,0.042799161,0.000612409,0.013969313,0.010544934,0.009995601,0.021889167,0.023975252,0.017118431,0.020449425,0.006582531,0.004985683,0.003087531,0.01105757,0.012371254,0.008955851,0.032570347,0.032292155,0.007395515,0.020153684,0.011232799,0.00595047,0.002706476,0.036247078,0.024423653,0.010946035,0.007548164,0.019753867,0.024974768,0.01440649,0.016708396,0.021892839,0.013504277,0.014558456,0.014206911,0.011821292,0.0174996,0.003852568,0.027033217,0.026638013,0.007316011,0.01406136,0.005730568,0.010420964,0.017464494,0.025382875,0.022725903,0.026528764,0.02527408,0.008724122,0.010454836,0.005410856,0.005571404,0.023022954,0.013751573,0.012574382,0.016773164,0.002338616,0.018052146,0.012915862,0.02571543,0.020339139,0.013687197,0.012924013,0.02106033,0.019724081,0.008621374,0.009511912,0.070754334,0.00800467,0.027659707,0.003317027,0.004538718,0.002898614,0.005315205,0.001896201,0.000599362,0,0.003
FA17:0,0.179378925,0.145925397,0.080298741,0.076925416,0.154081895,0.152273087,0.152594734,0.180445893,0.096374192,0.175060594,0.123300621,0.297100775,0.171251381,0.121321759,0.204635495,0.162624847,0.108120837,0.040249364,0.269570783,0.200980032,0.187377144,0.090013213,0.127684426,0.191159113,0.180647759,0.125040318,0.182449249,0.067760603,0.372376029,0.282293623,0.128173966,0.151851322,0.146303122,0.187697588,0.213366032,0.249365892,0.125425155,0.250217641,0.014566404,0.149686715,0.245720851,0.139817745,0.205856993,0.205530676,0.17573087,0.225364745,0.139127096,0.123192466,0.054709946,0.10200755,0.12798068,0.167854951,0.202321777,0.226722088,0.08246597,0.222048944,0.194043633,0.070635998,0.029125287,0.344926156,0.298354371,0.045197115,0.031522864,0.102515008,0.112383232,0.037540543,0.040960342,0.108256099,0.049178731,0.03573315,0.039182857,0.02711702,0.040688495,0.072040201,0.187082072,0.18160714,0.0997246,0.286978405,0.13090232,0.204435583,0.086159269,0.113921302,0.211728871,0.228732761,0.088928235,0.222037258,0.249075444,0.223181507,0.212985274,0.137026931,0.071162127,0.22122797,0.09532591,0.198368602,0.212253107,0.048411484,0.091576408,0.144556408,0.121664898,0.112866107,0.192885921,0.182028822,0.122329347,0.133444972,0.45171729,0.105102454,0.079089024,0.106427901,0.103908906,0.065643958,0.066119057,0.036194139,0.019326325,0.1,0.051
16:2w7,0.002181542,0.000457113,0.019519535,0.080486824,0.00471903,0.001686914,0.004429895,0.005639566,9.98E-05,0.000465405,0.001565562,0.001834135,0.002301152,0.002285069,0.001396728,0.001223925,0.001646435,0.005485396,0.002853023,0.000821739,0.000453576,0.002194829,0.009123496,0.00187123,0.001395728,0.000245691,0.001225199,0.000864875,0.011446261,0.007609711,0.000403184,0.001069836,0.001243819,0.001148518,0.002762789,0.002207633,0.001675817,0.002613867,0.000157702,0.016896314,0.003738492,0.01190824,0.003960564,0.004014358,0.008550873,0.011878507,0.000671975,0.000932909,0.001521712,0.001198881,0.000814855,0.000427613,0.005455263,0.00385803,0.003213132,0.000714288,0.00111404,0.000171031,0.000454688,0.005599348,0.005223736,0.002935807,0.003104379,0.002152852,0.004466523,0.004015655,0.003790452,0.011253119,0.010502752,0.00111834,0.002735418,0.006767035,0.0075445,0.00071473,0.005024342,0.005499514,0.001342214,0.005027453,0.001229558,0.001699652,0.001715094,0.000369798,0.005091111,0.004619923,0.002593309,0.000427858,0.000470512,0.000610777,0.000967557,0.000679261,0.016884127,0.001184504,0.008610538,0.002064265,0.005131422,0.000849915,0.000697758,0.013304337,0.007927829,0.011861951,0.003121262,0.003877041,0.001104886,0.001446215,0.0031573,0.000317666,0.005299761,0.000739633,0.000377972,0.000936258,0.000711759,0.000815753,0.000169994,0,0
16:2w6,0.071954258,0.09407303,0.590174779,1.138810674,0.37403406,0.272151456,0.5559731,0.700170447,0.02616652,0.050283259,0.702560512,0.083695317,0.044525634,0.074224347,0.128702768,0.108017458,0.000814302,0.006027682,0.061820833,0.113053971,0.101988619,0.003683276,0.442518361,0.280040646,0.28640136,0.038422334,0.09493645,0.044236267,0.320148525,0.275917704,0.08063945,0.593242862,0.466453519,0.21937222,0.087343495,0.104703872,0.243151269,0.425672485,8.67E-05,0.186914318,0.30800761,0.165957147,0.396383334,0.352745968,0.70324466,1.051818489,0.168659695,0.244262563,0.003760172,0.092544822,0.031043244,0.259883051,0.14942119,0.18708046,0.106438327,0.056787202,0.099711881,0.003092819,0.002818343,0.204866536,0.182816903,0.058559301,0.003604357,0.059530709,0.125149198,0.004515529,0.002236,0.00472641,0.001714049,0.003134631,0.008579311,0.003106853,0.004375483,0.127381472,0.285879751,0.25365652,0.098045888,0.342887821,0.481237887,0.490574916,0.000376777,0.001541086,0.063486615,0.06821942,0.009268887,0.040565081,0.123274146,0.012299062,0.087591199,0.01330153,0.258405168,0.104861466,0.290963708,0.293612435,0.044995327,0.005472625,0.012950137,0.013120105,0.005088508,0.012095334,0.102386962,0.111932556,0.244639645,0.313364266,0.229327825,0.161430949,0.005072629,0.005822723,0.11249254,0.034975244,0.009200552,0.026293836,0.001143475,0.1,0.136
16:2w4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:3w6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:3w4,0.009059912,0.076504173,0.829199796,0.162787997,0.197818493,0.105096226,0.119257253,0.143546912,0.004623493,0.009366528,0.280687208,0.011479488,0.005620756,0.024173243,0.072025174,0.061147891,0.00023478,0.002724133,0.009482389,0.055359251,0.031808447,0.000359498,0.521935199,0.147676552,0.160607682,0.01309251,0.023140451,0.009054272,0.146181987,0.123681688,0.015085098,0.300527536,0.240477366,0.06671506,0.014302692,0.01537754,0.000224657,0.088049308,3.42E-05,0.113415661,0.149199797,0.092759983,0.069306128,0.050520777,0.652598464,1.006132778,0.033130592,0.066367526,0.000600966,0.012256451,0.007530592,0.07951201,0.02544096,0.029273727,0.088746183,0.01789049,0.021470354,0.000855157,0.001284674,0.080364878,0.053883862,0.028549312,0.000632915,0.044239644,0.121769376,0.000817056,0.000212984,0.002746579,0.0003516,0.001540905,0.00334362,0.001699091,0.002933324,0.038771072,0.068369547,0.052126303,0.016125471,0.083095143,0.215891016,0.218362916,0.000168159,0.000670651,0.020582636,0.021392992,0.000985143,0.013453515,0.07260089,0.001808839,0.025270055,0.002617153,0.074057195,0.068662818,0.377970813,0.376641038,0.027161813,0.001625981,0.003270892,0.000235249,0.00248023,0.002306772,0.013648908,0.014993183,0.067240184,0.09451672,0.110467013,0.025828695,0.000133395,0.000298117,0.016329021,0.010078091,0.001188907,0.005258767,7.85E-05,0,0.002
16:3w3,0.009210503,0.004737358,0.078551765,0.272850208,0.051047825,0.023688451,0.102264401,0.098636326,0.001259096,0.002457496,0.077643676,0.086669327,0.043240182,0.054492661,0.040915925,0.027030367,0.000471047,0.001834979,0.062293675,0.020802969,0.203411238,0.00106588,0.094819939,0.031807141,0.037348091,0.006293476,0.009666556,0.016940777,0.601132154,0.441140376,0.005570515,0.015617538,0.012133667,0.004360114,0.007575607,0.008547677,0.007352949,0.024688244,7.10E-05,1.359461956,0.690059397,0.99720099,0.146852824,0.111524721,0.065829209,0.070428907,0.005246652,0.008625823,0.001212959,0.01270374,0.003659274,0.010341991,0.04261289,0.031573763,0.047918159,0.024557182,0.042945987,0.002650988,0.004052496,0.509850676,0.289246629,0.011455573,0.000270891,0.019465851,0.054191351,0.000615916,0.000296211,0.020496485,0.002218181,0.000509992,0.000803659,0.00073712,0.001446827,0.004832807,0.102580869,0.06647048,0.008748966,0.032852921,0.027069614,0.022287302,0.000609418,0.000797573,0.435744594,0.386935004,0.004590584,0.004892187,0.023223762,0.011991063,0.169956226,0.01541523,0.647400517,0.016264988,0.080468163,0.217913854,0.011085929,0.008074195,0.015684858,0.00115924,0.004863033,0.002996775,0.243858974,0.269925324,0.093512514,0.06790314,0.055121846,0.029918484,0.000223527,0.001505681,0.084278722,0.011926864,0.006098298,0.00297665,0.000146487,0,0.001
16:4w3,0.006617887,0.001685317,0.445012794,0.408525148,0.032706299,0.011656127,0.04394007,0.058552562,0.000664712,0.001222906,0.012628993,0.007614243,0.004307778,0.023427473,0.003391585,0.003183173,0.000901973,0.000356639,0.00614694,0.003632951,0.005004839,0.000264893,0.056196964,0.007729647,0.00681036,0.001840322,0.002463572,0.003305548,0.13424853,0.106050401,0.004681866,0.003095988,0.002826471,0.003068031,0.009523815,0.013369975,0.009332355,0.016924206,3.15E-05,0.518025944,0.048591204,0.238844587,0.034784084,0.024458256,0.082055013,0.084141268,0.001751575,0.0029279,0.000457616,0.00087258,0.001245001,0.003476158,0.013719875,0.014858589,0.02288361,0.006116254,0.008584974,0.000570105,0.001071764,0.075815803,0.07658129,0.005472656,5.85E-05,0.003823493,0.009091445,0.000402875,0.000366332,0.001055993,0.00026887,0.000562813,0.000275824,0.000299149,0.000380375,0.004662505,0.026402685,0.022811074,0.002933966,0.004659118,0.005294006,0.006049156,0.001476763,0.001471357,0.020300807,0.020897594,0.001941046,0.000663701,0.004435833,0.000112237,0.007181729,0.002617153,0.130171753,0.00568123,0.411826554,0.94510167,0.024289588,0.00208592,0.002711462,0.000246587,0.001984741,0.001911036,0.017586383,0.017976343,0.003257508,0.003271803,0.023826068,0.00696679,0.000100948,0.000181135,0.001353385,0.004065889,0.000848087,0.002136301,0.000154455,0,0.001
16:4w1,0.002674017,0.008255746,0.083148251,0.170396799,0.10546089,0.05505012,0.054334061,0.076067029,0.016581506,0.033423509,0.102606837,0.002980469,0.001780915,0.012769938,0.010056444,0.010831497,0.000687996,0.00094094,0.002507977,0.010552857,0.008455115,0.000422568,0.028059202,0.008941993,0.007508224,0.001032376,0.001070402,0.000471864,0.008990215,0.006829636,0.004558442,0.029917562,0.024353116,0.003807124,0.00312935,0.003228663,0.007553318,0.010820013,0.00029832,0.009391393,0.007063636,0.007091447,0.008889432,0.006523023,0.038820964,0.043220256,0.001329825,0.002273069,0.000115782,0.000656268,0.000863322,0.003197489,0.001775721,0.002113787,0.009101662,0.002250392,0.001430829,0.000370568,0.000101042,0.007744183,0.006885834,0.016814035,0.000895446,0.007311695,0.015898057,0.000563549,0.000605529,0.000968721,0.000230091,0.000551884,0.00123327,0.000563105,0.000933436,0.004840853,0.008737842,0.005384541,0.00145186,0.023256818,0.015296252,0.017134813,0.003657138,0.004270697,0.002247817,0.002670147,0.000335128,0.004343277,0.007969112,0.002142939,0.002918571,0.0008271,0.030574631,0.005160268,0.03883288,0.044256699,0.003103717,0.000148994,0.000724689,0.000770937,0.000815609,0.000378825,0.005015684,0.006123751,0.017142056,0.023334879,0.058540971,0.003925169,0.000194685,0.005203846,0.006907143,0.000718718,0.000266315,0.000599078,7.44E-05,0,0
FA18:0,0.678256082,0.725134343,0.757069135,0.697151223,0.411809374,0.350048062,0.777622603,0.884628578,0.447619001,0.840274884,1.03903137,0.74675765,0.497811236,0.489298766,0.806467674,0.648322445,0.353074077,0.264657179,0.658288043,0.759416479,0.583112215,0.525011904,0.628987012,0.964722499,0.921432751,0.647495708,1.142774672,0.406039187,1.244034274,0.925811723,0.616418259,0.941937088,1.009856535,1.213164481,0.760934466,0.741716238,0.622741936,0.917102725,0.135598711,1.243770649,1.872965875,0.79732718,1.022871197,1.01880405,0.86531916,1.222987547,0.981939247,0.895431454,0.473219253,0.640217174,0.792750785,0.922224484,0.732230973,0.791239097,0.523780399,0.970669196,1.339150278,0.381207774,0.233586894,1.248939287,1.390189768,0.355912738,0.290318365,0.429205863,0.50089149,0.288136939,0.322014754,0.373341474,0.257011705,0.280653264,0.323724892,0.201497703,0.27890848,0.602950319,0.924419195,0.861827741,1.02327361,1.835453394,0.904296965,1.155509157,0.337206478,0.467796094,0.75445499,0.84325293,0.474154965,0.826420649,1.152091556,0.75127638,0.756059794,0.634118156,0.392446813,0.901012356,0.713148251,0.942654641,1.09822292,0.42400666,0.572664396,0.511360994,0.326304771,0.288657716,0.938169692,0.845272379,0.848209285,0.916649855,0.864730697,0.896391901,0.305698887,0.647175074,0.615705001,0.511297736,0.592378247,0.408517788,0.146483695,0.6,0.398
Cy19:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:1w9,2.125330732,0.728565003,3.193819901,2.473204704,3.451360611,3.034399756,2.51205537,2.570713624,0.760140355,2.326688279,1.175867853,2.210077537,1.457867701,1.526845213,0.863743396,0.543217251,0.099561754,0.11223664,1.942730074,0.56561585,1.068585486,0.556099007,3.31110629,1.045411283,1.018435832,1.461085799,2.307168178,0.726055276,3.238068004,2.44136015,1.388385824,0.906852666,0.800680515,2.291888572,1.370458607,1.631847472,1.637084558,3.072069196,0.086711106,3.503124661,2.591197148,1.93421921,2.646046112,2.808665414,4.049455747,5.646950063,1.214515276,1.008751227,0.751063958,1.20365463,1.721421783,1.918039257,2.51092709,2.562406001,2.005512381,2.395797302,2.547421947,0.472168013,0.321655613,3.133578549,2.883117637,0.08905064,0.047321502,0.139426956,0.157478533,0.09622814,0.096929144,0.152707538,0.088371768,0.064512192,0.090084258,0.07956203,0.109681118,3.22E-05,2.208241454,2.058214256,2.203601368,2.410883545,1.010298666,0.937592343,0.081987539,0.121775593,2.274663145,2.582589072,1.588702079,0.722004595,0.943823411,1.050643161,1.457572972,1.563610979,1.996594903,1.167037592,3.495256837,4.896284825,3.046358519,0.577400818,1.281425811,0.088671958,1.599194568,1.60144454,2.305985235,2.061315848,0.961835617,0.900182775,7.65506754,1.149645062,0.044784786,0.626706863,0.868922187,0.614829671,1.053758012,0.624051116,0.191573408,1.3,0.651
18:1w7,0.245256611,1.243200899,1.107271648,0.286956275,0.903107668,0.791992623,0.470542299,0.488946901,0.267055494,0.475872176,2.635093139,0.30844787,0.189465162,0.31227201,1.547719636,1.123488479,0.096154466,0.065952754,0.248043714,1.390122699,0.830741265,0.145363266,0.695650858,1.815725431,1.805759931,0.394816415,0.715806015,0.193511606,0.468975705,0.394403535,0.226608347,2.52987955,2.197450497,1.267118233,0.250164749,0.243046544,0.332546367,0.575694482,0.030149985,0.282092038,2.656827422,0.198160278,0.352120848,0.410797671,1.052754299,1.622828938,1.296282335,1.254054343,0.074392956,0.310037253,0.276278206,1.044173488,0.314360062,0.326309521,0.374588824,0.475237275,0.657909395,0.089627618,0.098815231,0.421558135,0.616910423,0.144673411,0.082203751,0.274900957,0.37495029,0.098978043,0.096016919,0.070178019,0.026234258,0.064840955,0.104326887,0.035428683,0.043549478,0.474387465,0.503735087,0.495377808,0.457229882,2.152609442,1.992513678,2.360553582,0.112004521,0.194354727,0.205458167,0.271100611,0.323972455,1.38576002,1.830427828,0.533142917,0.670424151,0.26137965,0.195548268,1.808528513,0.943136853,1.506232278,1.038099115,0.129365913,0.28315128,0.436653771,0.307999503,0.299345986,0.305518381,0.335712284,2.139409682,2.443889952,1.653570672,0.568776587,0.274141873,0.59937818,0.933838963,0.256955073,0.154992201,0.112319187,0.051531821,0.1,0.241
18:2w6,0.807781072,0.528995724,1.375350802,1.044008436,0.569598803,0.398634167,0.729533011,0.720895439,0.024465038,0.045436421,0.761010656,0.797199586,0.486561467,0.719782188,0.622204695,0.462549445,0.017883432,0.091704999,0.621313753,0.436732593,0.63668454,0.341157142,1.018801734,0.730171186,0.920522064,0.924507886,1.187912714,0.47526044,1.260160491,0.952610881,0.636149568,0.707443532,0.625735247,1.151713461,0.698578257,0.74128851,0.532800375,1.025954379,0.006599827,1.706453945,2.359245335,1.076492052,1.011660829,0.916160695,1.315829209,1.7937376,0.806876618,0.671195941,0.66521957,0.733227617,1.059883835,1.191493402,1.03652199,1.094294009,0.957367377,1.624209735,1.448508374,0.38457852,0.32361871,1.587209495,1.602643661,0.101968335,0.012814655,0.085929323,0.169947958,0.048759741,0.030133569,0.185536823,0.090261617,0.025242793,0.06358632,0.116762147,0.171087235,0.707083629,0.763092684,0.691485159,1.049800294,0.388664786,0.517055321,0.702478262,0.002808126,0.006133007,0.69815957,0.713379244,0.346270864,0.187958916,0.592096452,0.081217657,0.915924805,0.707278566,0.507010079,1.120869373,1.934716088,3.707739227,1.844504022,0.570396791,0.919719261,0.021297142,0.633160194,0.805709566,0.834603755,0.833849383,0.698129891,0.732191882,3.761908125,0.691015003,0.002195615,0.014819075,0.418513093,0.608923351,0.862859247,0.501269442,0.044725022,7,1.51
